h	Omega_M	Omega_L	OmegaK	chi2	
0.6903456245672683	0.33012859007060635	0.5534008757851306	0.116470534144263	585.7592815034108	
0.6870992665444058	0.3232160497631206	0.5582056071484626	0.11857834308841675	580.8756211942152	
0.686443495986594	0.3260500227313973	0.567565783092556	0.10638419417604661	580.5028036384733	
0.6873694144836582	0.33125660469818935	0.5811805361283842	0.08756285917342654	579.5651812659789	
0.6913826464295928	0.3316065186852457	0.5916304095171977	0.07676307179755659	579.32345978269	
0.68888532131086	0.3025057015171118	0.5947205258072938	0.1027737726755944	572.5808919828637	
0.6891271549293775	0.292172654140396	0.5869074896195653	0.12091985624003876	571.6370440136758	
0.6920648079650678	0.2773930556942325	0.5815312296230398	0.14107571468272762	569.346602981865	
0.6933541009678823	0.2849524360806794	0.5832680972193316	0.13177946669998897	571.1707486443645	
0.6944285240665607	0.2810081303344458	0.5961155063242384	0.1228763633413158	569.4252864914672	
0.6991823873073071	0.27471017097044775	0.6093223282049702	0.11596750082458196	573.0415997344303	
0.6946529915114794	0.27373324503035973	0.6031915282725436	0.12307522669709658	567.4173621681358	
0.6904989003272484	0.25694246024662354	0.5997895224588787	0.14326801729449778	567.5769310657216	
0.6899096932568529	0.2687579424249801	0.6102728843904901	0.12096917318452982	568.6526900591601	
0.6950088470955499	0.28643142113092784	0.6115345030939964	0.10203407577507584	568.7965089524876	
0.6981091733941459	0.2737336283674222	0.6153864148226239	0.11087995680995388	569.5970143421873	
0.6953361616088343	0.26845573775720744	0.6262404746864777	0.10530378755631487	564.8402710997632	
0.694221422638884	0.28156598701612223	0.6400588994068486	0.0783751135770292	565.1563766329086	
0.6964324766514312	0.2875098698841344	0.6436482304324262	0.06884189968343934	566.1317870850439	
0.6921830371289003	0.30503436076498547	0.6525341362945217	0.042431502940492805	567.4623589692897	
0.6952513000941135	0.2974129986690426	0.6429196003016057	0.05966740102935175	566.9868770863761	
0.6931381572352792	0.27855530046099986	0.6487344778004461	0.07271022173855402	565.3322961493636	
0.6940814576592788	0.26106071434120115	0.6383803403749677	0.10055894528383114	564.2541025492718	
0.7004883308256058	0.25541418638983165	0.6358565913735469	0.10872922223662151	566.9695016138857	
0.6931463643435152	0.24868090432661571	0.6337883233557393	0.11753077231764497	565.2411789890061	
0.6976381120545926	0.25681427728436285	0.6343582770144236	0.1088274457012135	564.0765264928473	
0.6967962570801218	0.26206542638577696	0.6509401283217221	0.086994445292501	563.1689766590096	
0.6962587670001378	0.24523963140356914	0.6405415100397391	0.11421885855669167	562.999129033366	
0.6969394212038267	0.2427595585702372	0.6340055397689878	0.123234901660775	562.9811092041843	
0.6969712172741922	0.2578325047915153	0.6429157824960391	0.0992517127124456	563.3147118399881	
