h	Omega_M	Omega_L	OmegaK	chi2	
0.7308188401662099	0.3560071683421215	0.6813165251654528	-0.03732369350757436	837.8127176717235	
0.7202038342435871	0.353727763347316	0.6655165608092476	-0.01924432415656352	722.5960510533668	
0.6910403027788402	0.361879870786723	0.6484701611443388	-0.010350031931061765	577.3882356218242	
0.6966401902406474	0.3412438341934152	0.646198185834023	0.012557979972561806	578.5320287275654	
0.6900442022781174	0.3450152317259717	0.6353009453565819	0.019683822917446414	575.3337457873567	
0.6948193136980275	0.3225224791268977	0.6329167544474378	0.04456076642566453	573.0733186661773	
0.6917460647880889	0.32717614942161904	0.634739895593528	0.03808395498485306	571.9062522194511	
0.6933030167035343	0.3119490826218003	0.6334625809567533	0.05458833642144634	569.6203190503943	
0.6915032044645344	0.3141934516467403	0.6482580747471669	0.037548473606092814	568.9733516943462	
0.6947948257287644	0.3056745299114042	0.634615553273927	0.05970991681466875	569.1204838257838	
0.6924404215135261	0.30566161904109024	0.6243466965650714	0.0699916843938384	569.3808382297981	
0.688701954764827	0.29893295752015325	0.6192201849270222	0.0818468575528245	571.4754072999082	
0.6988283972335076	0.29624405108698904	0.6406973608694272	0.06305858804358377	571.3774568163926	
0.6944571551115059	0.29088019964090084	0.6299649712246662	0.07915482913443295	567.0077970545905	
0.6924751891785892	0.2941013750501606	0.6204366306071557	0.08546199434268364	568.0730349191243	
0.693452779134407	0.28445699434607663	0.6234321694884202	0.0921108361655032	566.584965694787	
0.6941121481427	0.28299885329792757	0.6462906961798754	0.07071045052219704	565.0091193141287	
0.6943950801102952	0.29392077769130004	0.6483875436654367	0.0576916786432633	565.8302933534103	
0.6978353502528815	0.2900334769419833	0.663771247517723	0.04619527554029379	565.4087606368491	
0.6936589517810523	0.2678843961825767	0.6563756039676311	0.07573999984979218	564.8741486553948	
0.693310865828084	0.26498646650364455	0.6509276019610982	0.08408593153525723	565.164108355704	
0.6967219791902092	0.2774483246398929	0.6559525833389022	0.06659909202120495	563.987956070953	
0.6984684689107059	0.27531854441428893	0.6556271817526709	0.06905427383304019	564.8335033665605	
0.6973379352867141	0.2639780727083984	0.6474606022493719	0.08856132504222969	563.6011793697924	
0.6924475166549146	0.25878809683717924	0.6460994538999375	0.09511244926288331	566.3667299513966	
0.6941232523917309	0.26878445650329263	0.6385465459857466	0.0926689975109608	564.4420261159197	
0.6939251888200507	0.2745717460848885	0.636164944348323	0.08926330956678852	564.8995634121162	
0.7009192138902065	0.270880884937935	0.654235449153959	0.07488366590810602	567.5920433660109	
0.7027022733019735	0.24705489026051045	0.6433508207952142	0.10959428894427536	568.6552678359404	
0.7067571113063483	0.2584875823803778	0.6556621104211757	0.08585030719844644	580.0484749718544	
0.6911652723753258	0.26296240020511713	0.6319733695485005	0.10506423024638234	567.4752003673932	
0.6908590453469378	0.27174330923067896	0.645374557592711	0.08288213317661008	568.3866386574923	
0.699015974626864	0.2641735317951848	0.6490143494456572	0.08681211875915806	564.6587726185387	
0.6998982403579144	0.25044165993837175	0.6511049676054602	0.09845337245616803	563.9291104971478	
0.6942715956147641	0.2589542516213599	0.6477525006296215	0.09329324774901859	564.1874288242083	
0.6973633103611092	0.2571792554535927	0.6506550043813601	0.09216574016504708	563.0011786471523	
0.6983253602010738	0.25082531878134734	0.6579173095234347	0.09125737169521786	562.6671822599831	
0.6949083873916285	0.24690895562003357	0.6414391634318031	0.11165188094816336	563.7391742837365	
