h	Omega_M	Omega_L	OmegaK	chi2	
0.6877837191154939	0.42857626428221207	0.5642607868697308	0.007162948848057127	618.8848450215394	
0.678173788162181	0.4385996150913881	0.5828147136180734	-0.021414328709461472	614.509524824708	
0.6767013766887657	0.43435488978428244	0.5899987241129355	-0.024353613897217907	615.6564901222073	
0.6909156980941535	0.4214631292181289	0.5892120832387366	-0.010675212456865535	614.8544916475328	
0.6780910304363033	0.40771987090424844	0.5784913447840659	0.01378878431168562	607.5696044331014	
0.6827952595342011	0.40205384505555913	0.5630779519874305	0.03486820295701043	602.6165362135471	
0.6847417723693715	0.40733645006745955	0.5710196161509233	0.02164393378161711	603.2377366382502	
0.6827633429102625	0.40901078036880245	0.5789948781258771	0.011994341505320416	601.9456552518249	
0.6804533029993907	0.39726063795875954	0.5733161491318689	0.029423212909371554	601.4547867576769	
0.6818025449202819	0.40214027029011384	0.569968542299233	0.027891187410653218	601.8408603156565	
0.6766756760275963	0.3908193936623895	0.5801403378601403	0.02904026847747021	608.4595738586308	
0.6764039214718701	0.38386541798596896	0.580685555774806	0.03544902623922508	608.5545446813695	
0.6851277831991429	0.38602791848488555	0.5861244248562065	0.02784765665890787	593.1905166727227	
0.6872604438342113	0.38785829675495304	0.6124964506704187	-0.00035474742537178194	589.2730486356256	
0.6869304850523555	0.37655924594579704	0.616277520061771	0.0071632339924320165	585.5380306145288	
0.6917253298272344	0.3688265330493017	0.6209551163556661	0.010218350595032177	585.0468988964998	
0.6869491807350705	0.3590025832734916	0.6305908926723466	0.01040652405416187	580.1370791727772	
0.6889603008017533	0.3574302336915672	0.6487432666927151	-0.006173500384282216	576.7330375675831	
0.6957667097947327	0.34246019008218337	0.656730526333365	0.0008092835844516477	575.1435028808206	
0.6951210860262316	0.3327344254740059	0.6503676216338874	0.016897952892106716	572.9260592041821	
0.6888475252885855	0.3323887774752506	0.6555185739543519	0.012092648570397602	573.1521749017397	
0.6991114245387399	0.3163089837186205	0.6621842115828067	0.0215068046985728	572.7761547405726	
0.6908884307452697	0.33254959694142455	0.6649720278882384	0.0024783751703371104	570.6050865280068	
0.6908923453390967	0.33406368617827564	0.6678654448633938	-0.001929131041669474	570.6365822301507	
0.6932981039390819	0.34806759775611507	0.7004922586663289	-0.04855985642244398	569.1257411043224	
0.6983806973998156	0.32520279211068137	0.6840382098141432	-0.009241001924824577	569.7243467429341	
0.6928373915154471	0.31534651019229	0.6799502486009575	0.004703241206752473	566.9500489563852	
0.6964309593912906	0.3058939916932271	0.6654880378814505	0.028617970425322437	566.5480769366424	
0.6974662904184797	0.2891795585726622	0.6672430155054876	0.04357742592185021	564.6905590474215	
0.6986491833691981	0.2788648300902222	0.6674090992158849	0.0537260706938929	564.2824133464014	
0.7026652365449944	0.27576257739434157	0.681720701191315	0.042516721414343484	567.5346354093017	
0.6959333834078901	0.2867609816666485	0.688935075171521	0.024303943161830488	563.4674795133417	
0.7003786323665668	0.27778636396592743	0.6882553760013607	0.03395826003271185	563.8423025286247	
0.7004433059072922	0.26311427602138027	0.6867887739151419	0.05009695006347781	562.8824429751897	
0.6992209067228532	0.26291843003167253	0.6761749306220325	0.06090663934629503	562.7339996535095	
0.6916799680778715	0.26632518712973585	0.6580663582862487	0.07560845458401544	568.0684392671266	
0.6995846975388579	0.2734926438178806	0.6600220384450939	0.06648531773702548	565.2843660898118	
0.6939912487246884	0.2523883814730777	0.6566219432815734	0.09098967524534896	565.1315456904827	
0.6948053163221293	0.2437578921549319	0.6607067739609527	0.09553533388411539	564.980804193759	
