h	Omega_M	Omega_L	OmegaK	chi2	
0.683981471753731	0.3579427788223918	0.4722839195245247	0.16977330165308352	608.3008849327209	
0.6865588427375305	0.3554570571035621	0.46497096685493655	0.17957197604150132	614.1826288107603	
0.6811351558868186	0.34753620641968996	0.47576584149040013	0.1766979520899099	602.0852316089447	
0.6788710740424121	0.32730502293820696	0.48586995051427595	0.1868250265475171	597.5657333634356	
0.6807547962381283	0.33289049377154395	0.4745591613681012	0.19255034486035477	598.142369109602	
0.6795048762692291	0.32334480456754744	0.4814076608028891	0.19524753462956346	596.2131177549137	
0.6787835922282054	0.3267421081863931	0.4962319938602352	0.17702589795337176	596.7783028127881	
0.68956225331322	0.32148854234810065	0.4931983145314898	0.18531314312040953	597.1658770646266	
0.6822825067049081	0.31974720414021923	0.49756675044048543	0.1826860454192954	590.4476264829918	
0.6836062894875906	0.3113724962040884	0.5015240762703042	0.18710342752560738	587.1447874202685	
0.6845905182502292	0.3022631127085835	0.497234890837101	0.2005019964543155	585.2634520665222	
0.6845787927060877	0.29901078446729223	0.497082506786721	0.20390670874598676	584.5393392419631	
0.686415012279885	0.2887731356451442	0.5043157406448678	0.206911123709988	580.8858063762848	
0.6888141727143599	0.28454363700822827	0.512649713807533	0.20280664918423874	579.3067041828991	
0.6852994387377448	0.27747193216367483	0.5170513799028493	0.20547668793347584	577.9166664942595	
0.6847742725009469	0.26734912382503695	0.5068887861799624	0.2257620899950007	577.8760799726094	
0.6892078871943293	0.26574633664304265	0.5288264814307817	0.2054271819261757	573.0729440353906	
0.6883036048349422	0.2759237513474879	0.5359669494839056	0.18810929916860653	574.0937366591793	
0.6872837630850882	0.26566577697466265	0.5410091848904695	0.1933250381348679	572.9801149320832	
0.6899164666386762	0.26334166819602917	0.5346648638974956	0.2019934679064752	572.0221500623643	
0.6881127208088856	0.2673890734556916	0.5339492929280634	0.198661633616245	573.0605043443277	
0.6926133315605524	0.2682690207308496	0.5625947687272286	0.16913621054192185	570.3396043160262	
0.6903751468844531	0.2618219631746642	0.5436272925879457	0.19455074423739005	570.8054399265823	
0.6858299834064455	0.25676485877118216	0.5346839037757223	0.20855123745309556	574.4293752862311	
0.6873983827479377	0.2675133894580875	0.5316958218482656	0.20079078869364697	573.6872614588099	
0.6894621453559256	0.2514729492076709	0.5310264508987018	0.21750059989362736	570.6738887047986	
0.686806417899597	0.2465723753794323	0.5290838171819057	0.224343807438662	572.5028356738344	
0.6870873964095724	0.2450901685879538	0.5199158048328324	0.23499402657921376	572.3405387373889	
0.6887922918259014	0.2392172472438977	0.5129722670371745	0.24781048571892783	570.9077405651582	
0.6884329344528877	0.24216302276297214	0.5188600149815363	0.2389769622554916	570.9856059178978	
