h	Omega_M	Omega_L	OmegaK	chi2	
0.7020792758878387	0.37594329217042965	0.8011946375276483	-0.17713792969807796	568.3870356959594	
0.6984652893411273	0.3827696539334831	0.8154583739612795	-0.19822802789476257	566.0407464328473	
0.700523289951313	0.36415562470715834	0.8106328442836844	-0.17478846899084277	564.4925870679199	
0.6988823643684687	0.350612350635827	0.8034265972772291	-0.15403894791305606	563.9544718016614	
0.6999882362826899	0.3423693570683007	0.791808202493039	-0.1341775595613396	563.3580271537212	
0.7004705306428848	0.33864749542412026	0.7940381721667726	-0.13268566759089295	563.1221529397853	
0.7037699715428375	0.336346828780038	0.7962857291620592	-0.13263255794209716	564.6933433805805	
0.7010149413984315	0.3401085171698058	0.7885981035320561	-0.12870662070186178	563.4810509806684	
0.7014668349386589	0.34184164784887017	0.8038268859867528	-0.14566853383562295	563.2115587650895	
0.7038961979216994	0.3554219010591605	0.8087012170757174	-0.1641231181348779	566.2710025095733	
0.6972916304545632	0.36112988029100845	0.8157717281139802	-0.1769016084049887	565.7433487248315	
0.6981891172576704	0.352354935180096	0.8271291937279439	-0.17948412890803989	565.5815020976838	
0.6989427643643162	0.3440161362243518	0.824697599631721	-0.16871373585607274	564.8941464674967	
0.7025385872480475	0.3320450140908225	0.8465893623889383	-0.17863437647976077	564.0741119740227	
0.7001217416451574	0.327982922189473	0.8335583379948659	-0.1615412601843389	565.5815801025931	
0.705456840767849	0.34795853503275914	0.8320213085360626	-0.1799798435688218	565.185017274789	
0.7024998488034541	0.33624534571938763	0.8301894258258538	-0.16643477154524144	563.1033122830404	
0.7064583388786154	0.32602174748718254	0.8333020700424391	-0.15932381752962155	564.5759217375596	
0.6998591198711741	0.33083266288684343	0.8351702787202957	-0.16600294160713913	565.8041606273548	
0.7001848798648903	0.33716134280586596	0.82466513489883	-0.16182647770469594	563.9901768795621	
0.7055179484701185	0.3177114469575963	0.8209328577544331	-0.1386443047120295	563.8168078716184	
0.7087239524990683	0.3099299806321441	0.8294594418649126	-0.13938942249705666	566.8238592989792	
0.705633727625534	0.3060160572297006	0.8248199550256765	-0.1308360122553771	563.9868838883501	
0.7048682762869289	0.3067016523228884	0.8298028981387043	-0.1365045504615927	564.0083491429234	
0.7050036641106135	0.30639182920284525	0.840788347622852	-0.14718017682569728	564.7352489988047	
0.7048879615023959	0.3020639367119507	0.8363182109769461	-0.13838214768889678	564.8491478154706	
0.7041861696341372	0.29878323240470994	0.8457182098923594	-0.1445014422970693	566.7107021424921	
0.7072215462358522	0.29685681454266255	0.836475220322698	-0.1333320348653606	565.4978163555146	
0.7020465901245205	0.30278431594572974	0.8229965856972273	-0.12578090164295708	565.2541593243503	
0.6984441473108058	0.31050420881432206	0.825256511907642	-0.1357607207219641	570.0536102048759	
0.708595965564847	0.31020711348927066	0.8248957028844117	-0.13510281637368238	566.8881777789325	
