h	Omega_M	Omega_L	OmegaK	chi2	
0.6840509166890917	0.3801516632326566	0.5883831327761707	0.0314652039911727	591.6268595058916	
0.6864087331800488	0.3726077379764929	0.5869167963633337	0.04047546566017335	589.1457406744181	
0.6912150237347264	0.3736463949416009	0.6077253638895721	0.018628241168826998	589.089948380823	
0.6915916117073786	0.34266463116435936	0.5949208207072852	0.06241454812835545	582.1559104590293	
0.695020669474535	0.3346450251024227	0.6000538697441016	0.06530110515347576	584.2696481036203	
0.6834527209226846	0.33232764190842246	0.604714073981527	0.06295828411005056	583.6311823498265	
0.6839433305841035	0.33029211398652203	0.6061485020990066	0.06355938391447136	582.3550322365924	
0.6966723494547877	0.3251513729860749	0.6174653162793555	0.05738331073456959	580.2877999889539	
0.6955682263970271	0.3296046154765988	0.6240366895234778	0.0463586949999234	577.8971852271536	
0.6836790767584099	0.3465069396757598	0.6335488805028126	0.0199441798214276	584.3817139056741	
0.6860900462174853	0.3441940467664355	0.6440221104165958	0.011783842816968648	578.8639937762446	
0.6921566561787712	0.3488875841127367	0.6626522195429887	-0.011539803655725378	572.8948772576491	
0.6880744993589698	0.34395725822479223	0.6686996938710804	-0.012656952095872698	575.1213003574991	
0.6893956286646317	0.35186147994747263	0.6689293406313698	-0.020790820578842406	574.1055763092919	
0.6953070510184493	0.3405665555435442	0.667019644598522	-0.007586200142066235	572.2594728266258	
0.6919856141995053	0.3375780691718088	0.6645701368036225	-0.0021482059754314164	570.7150300223275	
0.6941560880848933	0.33539887665297324	0.6753167162606419	-0.010715592913615124	569.3368751216002	
0.6985923987943687	0.3313552449876692	0.6762698469930614	-0.007625091980730581	572.965114089177	
0.6989857316234956	0.3197303846266566	0.675156777463767	0.005112837909576395	570.930571330814	
0.6933227339974196	0.3254652144239193	0.6794059532681697	-0.004871167692088951	567.6027108309238	
0.6915102048644209	0.31677049125441314	0.6691580852069271	0.014071423538659755	568.4821461371753	
0.6903204122443214	0.3204951414002651	0.6871703046421479	-0.007665446042412927	570.5235956080642	
0.6973653049714414	0.3206810666873012	0.6863479151483439	-0.007028981835645154	567.3114539212487	
0.6897654934134467	0.32299492110987327	0.6957785488177113	-0.018773469927584552	572.0536771824286	
0.6982051511914767	0.30544110372759226	0.6934910866219421	0.001067809650465601	564.8298085140284	
